paragrafos,produto,tipo,classe,similaridade
"observar as disposições da Resolução da CVM nº 44, de 23 de agosto de 2021, conforme alterada (“Resolução CVM 44”), no que se refere ao dever de sigilo e às vedações à negociação;",LF,ESCRITURA ,colocacao_e_procedimento_de_distribuicao,0.9488258456835916
"divulgar, em sua página na Internet, a ocorrência de qualquer ato ou fato relevante, conforme definido no artigo 2º da Resolução CVM 44, comunicando imediatamente ao Agente de Letras Financeiras, ao Coordenador Líder e à B3;",LF,ESCRITURA ,mesa_diretora,0.9681375952625437
manter em vigor todos os contratos e instrumentos de financiamento necessários para a condução de seus negócios; ,LF,ESCRITURA ,comprovacao_de_titularidade_das_debentures,0.9450080541332458
"contratar instituição financeira para prestar o serviço de Escriturador se assim for determinado por qualquer norma jurídica e/ou por ordem do Congresso Nacional, da Presidência da República, do Ministério da Fazenda ou equivalente, do CMN, do BACEN ou da CVM, dentro do prazo assinalado na referida norma e/ou ordem; e",LF,ESCRITURA ,aquisicao_facultativa,0.954789451903103
"contratar e manter contratada, às suas expensas, pelo menos uma agência de classificação de risco, a ser escolhida entre a Standard & Poor's, a Fitch Ratings ou a Moody's, para realizar a atualização anual da classificação de risco (rating) do Emitente, observado que, caso a agência de classificação de risco contratada cesse suas atividades no Brasil ou, por qualquer motivo, esteja ou seja impedida de emitir a classificação de risco das Letras Financeiras, o Emitente deverá (a) contratar outra agência de classificação de risco sem necessidade de aprovação dos Titulares de Letras Financeiras, bastando notificar o Agente de Letras Financeiras, desde que tal agência de classificação de risco seja a Standard & Poor's, a Fitch Ratings ou a Moody's; ou (b) notificar o Agente de Letras Financeiras e convocar Assembleia Geral de Titulares de Letras Financeiras para que estes definam a agência de classificação de risco substituta, bem como entregar ao Agente de Letras Financeiras comprovante de tal classificação de risco no prazo de até 5 (cinco) Dias Úteis contados da data de sua veiculação e comunicá-lo, na mesma data em que tomar conhecimento, sobre qualquer alteração de tal classificação de risco.",LF,ESCRITURA ,classificacao_de_risco,0.9999999999999999
DECLARAÇÕES E GARANTIAS DO EMITENTE,LF,ESCRITURA ,garantias,0.9174119468283801
"O Emitente declara e garante que, nesta data e na Data da Subscrição:",LF,ESCRITURA ,preco_e_forma_de_subscricao_e_de_integralizacao,0.946213101802735
"está devidamente autorizado a celebrar este Instrumento de Emissão e a emitir as Letras Financeiras, bem como a cumprir com todas as obrigações previstas neste Instrumento de Emissão e nos demais documentos da Oferta, tendo sido satisfeitos todos os requisitos legais e estatutários necessários para tanto, incluindo, mas não se limitando a obtenção de todas as licenças e autorizações necessárias, inclusive societárias e regulatórias, conforme o caso; ",LF,ESCRITURA ,do_agente_fiduciario,0.9574057563268014
"a celebração deste Instrumento de Emissão, a Emissão das Letras Financeiras, bem como o cumprimento das obrigações aqui e ali previstas, ou deles decorrentes, não infringem qualquer obrigação anteriormente assumida pelo Emitente, seu estatuto social, qualquer obrigação legal, regulamentar, ordem, sentença e/ou decisão administrativa, judicial ou arbitral que afete o Emitente ou contrato ou instrumento do qual seja parte, bem como não resultará na criação de qualquer ônus ou gravame sobre qualquer ativo ou bem do Emitente, exceto por aqueles já existentes na presente data;",LF,ESCRITURA ,vencimento_antecipado,0.923830089831869
"é uma instituição financeira devidamente organizada, constituída e existente sob a forma de companhia fechada de acordo com as leis brasileiras, estando devidamente autorizada a desempenhar a atividade descrita em seu objeto social;",LF,ESCRITURA ,outras_disposicoes_a_assembleia_geral_de_debenturistas,0.9479836198240811
"as pessoas que o representam na assinatura deste Instrumento de Emissão e nos demais documentos da Oferta têm poderes bastantes para assumir, em seu nome, as obrigações ora estabelecidas e, sendo mandatários, tiveram os poderes legitimamente outorgados, estando os respectivos mandatos em vigor, conforme disposições de seu estatuto social;",LF,ESCRITURA ,do_agente_fiduciario,0.950260084456595
"os termos deste Instrumento de Emissão e das Letras Financeiras não contrariam qualquer ordem, decisão ou sentença administrativa ou judicial a que o Emitente ou quaisquer de seus bens e propriedades estejam sujeitos;",LF,ESCRITURA ,vencimento_antecipado,0.9614807157755373
"este Instrumento de Emissão e as Letras Financeiras constituem uma obrigação legal, válida, exequível e vinculante do Emitente, exequível de acordo com os seus termos e condições;",LF,ESCRITURA ,do_agente_fiduciario,0.905271360370362
"as informações prestadas no âmbito da Oferta são atualizadas, verdadeiras, consistentes, corretas, completas e suficientes de acordo com a lei aplicável, não contendo declarações falsas ou omissões de fatos relevantes, nas circunstâncias em que essas declarações foram dadas; ",LF,ESCRITURA ,deveres,0.9517197141353008
"a celebração deste Instrumento de Emissão, bem como a Emissão das Letras Financeiras e a Oferta, não infringem qualquer disposição legal, contrato ou instrumento do qual o Emitente seja parte, ou ao qual seus bens ou direitos estejam vinculados, nem resultarão em: (a) vencimento antecipado de qualquer obrigação estabelecida em qualquer desses contratos ou instrumentos; (b) criação de qualquer Ônus sobre qualquer ativo ou bem do Emitente; ou (c) extinção de qualquer desses contratos ou instrumentos;",LF,ESCRITURA ,vencimento_antecipado,0.9457996910890274
"as demonstrações financeiras do Emitente, em conjunto com as respectivas notas explicativas, pareceres e/ou relatórios do auditor independente, (a) representam corretamente, em tais datas, a posição financeira do Emitente; (b) foram devidamente elaboradas em conformidade com os princípios contábeis geralmente aceitos no Brasil; e (c) refletem corretamente os ativos, passivos e contingências do Emitente de forma consolidada e, desde as demonstrações financeiras do último exercício social do Emitente, não houve aumento substancial do endividamento, redução substancial do capital de giro ou qualquer Efeito Adverso Relevante para o Emitente;",LF,ESCRITURA ,deposito_para_distribuicao_e_negociacao,0.9422791250903886
"está cumprindo as leis, regulamentos, normas administrativas e determinações dos órgãos governamentais, autarquias ou tribunais, aplicáveis à condução de seus negócios, exceto por determinadas obrigações que estão sendo questionadas pelo Emitente de boa-fé nas esferas administrativa e/ou judicial e/ou cujo descumprimento não possa causar nenhum Efeito Adverso Relevante; ",LF,ESCRITURA ,quorum_de_deliberacao,0.9609920226984121
não ocorreu e não está em curso qualquer Evento de Crédito;,LF,ESCRITURA ,integralizacao_e_forma_de_pagamento,0.9400721731296822
"não há qualquer ação judicial, procedimento administrativo ou arbitral, inquérito ou outro tipo de investigação governamental, exceto por determinadas obrigações que estão sendo questionadas pelo Emitente de boa-fé nas esferas administrativa e/ou judicial e/ou cujo descumprimento não possa causar nenhum Efeito Adverso Relevante;",LF,ESCRITURA ,outras_disposicoes_a_assembleia_geral_de_debenturistas,0.9555177540717326
"preparou e entregou todas as declarações de tributos, relatórios e outras informações que, de seu conhecimento, devem ser apresentadas, ou recebeu dilação dos prazos para apresentação destas declarações e está em dia com o pagamento de todas as obrigações de natureza tributária (municipal, estadual e federal), trabalhista, previdenciária e de quaisquer outras obrigações impostas por lei, exceto por determinadas obrigações que estão sendo questionadas pelo Emitente de boa-fé nas esferas administrativa e/ou judicial; [Nota Machado Meyer: a Companhia sugeriu a exclusão deste item. A ser discutido em call.]",LF,ESCRITURA ,deposito_para_distribuicao_e_negociacao,0.9548144991059262
"está em dia com o cumprimento de todas as obrigações de natureza ambiental, que lhes sejam aplicáveis, exceto por (a) determinadas obrigações que estão sendo questionadas pelo Emitente de boa-fé nas esferas administrativa e/ou judicial; ou (b) aquelas que não causem um Efeito Adverso Relevantes; ",LF,ESCRITURA ,comprovacao_de_titularidade_das_debentures,0.9595712282336268
"cumpre regulamentos e demais normas em vigor relativas à inexistência de trabalho infantil e análogo ao de escravo, à inexistência de qualquer tipo de discriminação, e à inexistência de ações que incentivem a prostituição;",LF,ESCRITURA ,quorum_de_deliberacao,0.9360774112584869
"cumpre por si, suas Afiliadas e Representantes, as Normas Anticorrupção;",LF,ESCRITURA ,distribuicao__negociacao_e_custodia_eletronica,0.8987254321616389
"cumpre por si, suas Afiliadas e Representantes, a Legislação Socioambiental;",LF,ESCRITURA ,distribuicao__negociacao_e_custodia_eletronica,0.8846672980270287
"tem plena ciência e concorda integralmente com a forma de divulgação e apuração da Taxa DI, divulgada pela B3, e que a forma de cálculo da Remuneração foi acordada por livre vontade entre o Emitente, o Agente de Letras Financeiras e os Coordenadores, em observância ao princípio da boa-fé;",LF,ESCRITURA ,indisponibilidade_da_taxa_di,0.960855120386062
"inexiste, contra si, procedimento administrativo ou judicial e, no melhor de seu conhecimento, inexiste, contra si, investigação ou inquérito relacionado a práticas contrárias às Normas Anticorrupção;",LF,ESCRITURA ,deposito_para_distribuicao_e_negociacao,0.8609238192124272
"inexiste, contra si, procedimento administrativo ou judicial e, no melhor de seu conhecimento, inexiste, contra si, investigação ou inquérito relacionado a práticas contrárias à Legislação Socioambiental;",LF,ESCRITURA ,deposito_para_distribuicao_e_negociacao,0.8520001211443862
"no melhor de seu conhecimento, inexiste, contra suas respectivas Afiliadas, Representantes e controladora, investigação, inquérito ou procedimento administrativo ou judicial relacionado a práticas contrárias às Normas Anticorrupção; ",LF,ESCRITURA ,deposito_para_distribuicao_e_negociacao,0.8896677786078794
"no melhor de seu conhecimento, inexiste, contra suas respectivas Afiliadas, Representantes e controladora, investigação, inquérito ou procedimento administrativo ou judicial relacionado a práticas contrárias à Legislação Socioambiental;",LF,ESCRITURA ,deposito_para_distribuicao_e_negociacao,0.8780571257180184
"não há qualquer ligação entre o Emitente e o Agente de Letras Financeiras, que impeça o Agente de Letras Financeiras de exercer plenamente suas funções;",LF,ESCRITURA ,do_agente_fiduciario,0.8903881663876001
"possui todas as licenças, registros, consentimentos, autorizações, ordem ou aprovações relevantes (inclusive ambientais, quando aplicáveis) pertinentes às suas atividades, perante qualquer autoridade governamental ou órgão regulatório, exigidas para o cumprimento integral, pelo Emitente, de todas as suas obrigações nos termos deste Instrumento de Escritura ou para a realização da Emissão; e",LF,ESCRITURA ,deposito_para_distribuicao_e_negociacao,0.9292390229098185
"é plenamente capaz para cumprir todas as obrigações previstas neste Instrumento de Emissão, incluindo, mas não se limitando a registrar as Letras Financeiras, conforme exigido pela Resolução CVM 8, razão pela qual entende não ser necessário, nem exigível, efetuar a contratação de Escriturador. ",LF,ESCRITURA ,aquisicao_facultativa,0.9343082880799233
"O Emitente obriga-se a notificar, no prazo de até 2 (dois) Dias Úteis contados da data em que tomar conhecimento, os Titulares das Letras Financeiras (por meio de publicação de anúncio nos termos da Cláusula 4.24.1 acima ou de comunicação individual a todos os Titulares das Letras Financeiras, com cópia ao Agente de Letras Financeiras) e o Agente de Letras Financeiras caso qualquer das declarações prestadas nos termos da Cláusula 8.1 acima, 9 e 10 abaixo seja falsa, incorreta, inverídica e/ou incompleta em qualquer das datas em que foi prestada.",LF,ESCRITURA ,resgate_antecipado,0.9745146607472871
"O Emitente obriga-se, de forma irrevogável e irretratável, a indenizar os Titulares de Letras Financeiras e o Agente de Letras Financeiras por todos e quaisquer prejuízos, danos, perdas, custos e/ou despesas (incluindo custas judiciais e honorários advocatícios) direta ou indiretamente incorridos e comprovados pelos Titulares de Letras Financeiras e/ou pelo Agente de Letras Financeiras em razão da falsidade ou incorreção de quaisquer das suas declarações prestadas nos termos desta Cláusula 8, conforme decisão transitada em julgado.",LF,ESCRITURA ,despesas,0.9769600067044417
AGENTE DE LETRAS FINANCEIRAS,LF,ESCRITURA ,direito_de_preferencia,0.954942834349601
Nomeação,LF,ESCRITURA ,comunicacoes,0.9094995297565415
"O Emitente nomeia e constitui, como Agente de Letras Financeiras, a OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A., acima qualificada, a qual, por meio do presente Instrumento de Emissão, aceita tal indicação, de acordo com a regulamentação aplicável e com os termos deste Instrumento de Emissão, representando perante o Emitente os interesses da comunhão de Titulares de Letras Financeiras. O Agente de Letras Financeiras ora nomeado poderá ser substituído nos termos aqui descritos.",LF,ESCRITURA ,nomeacao,0.9999999999999998
Deveres e Atribuições do Agente de Letras Financeiras,LF,ESCRITURA ,comprovacao_de_titularidade_das_debentures,0.9259104944179106
Constituem deveres e atribuições do Agente de Letras Financeiras:,LF,ESCRITURA ,comprovacao_de_titularidade_das_debentures,0.9245147595231522
"exercer suas atividades com boa-fé, transparência e lealdade para com os Titulares de Letras Financeiras;",LF,ESCRITURA ,deveres,0.929513999984319
"verificar periodicamente o cumprimento por parte do Emitente das obrigações constantes neste Instrumento de Emissão, além de cumprir com as suas próprias obrigações aqui especificadas;",LF,ESCRITURA ,deveres,0.945046937498845
renunciar à função na hipótese de superveniência de conflitos de interesse ou de qualquer outra modalidade de inaptidão;,LF,ESCRITURA ,despesas,0.9406645235375789
"promover, nos competentes órgãos, às expensas do Emitente, caso este não o faça, o registro deste Instrumento de Emissão e de seus eventuais aditamentos, sem prejuízo da ocorrência do descumprimento de obrigação não pecuniária pelo Emitente;",LF,ESCRITURA ,despesas,0.9439411958437616
conservar em boa guarda toda a documentação relacionada ao exercício de suas funções;,LF,ESCRITURA ,deveres,0.9159727801739763
"acompanhar a prestação das informações periódicas pelo Emitente, alertando os Titulares de Letras Financeiras acerca de eventuais omissões ou inconsistências constantes de tais informações;",LF,ESCRITURA ,quorum_de_instalacao,0.9599563931546866
"convocar, quando necessário, Assembleia Geral, observados os procedimentos descritos no presente Instrumento de Emissão;",LF,ESCRITURA ,deveres,0.9183905468870566
comparecer à Assembleia Geral a fim de prestar as informações que lhe forem solicitadas;,LF,ESCRITURA ,quorum_de_deliberacao,0.95867798131833
"fornecer aos Titulares de Letras Financeiras, às custas do Emitente, cópia simples ou autenticada deste Instrumento de Emissão e de seus aditivos, ou apresentar seu original, caso assim exigido por lei, órgão público ou ordem judicial ou arbitral, bem como comunicar a B3 sobre qualquer evento, alteração ou esclarecimento com ele relacionado;",LF,ESCRITURA ,vencimento_antecipado,0.9388675843318085
"fiscalizar o cumprimento das cláusulas constantes deste Instrumento de Emissão, especialmente daquelas que preveem obrigações de fazer ou de não fazer e Eventos de Crédito, conforme definidos neste Instrumento de Emissão;",LF,ESCRITURA ,quorum_de_deliberacao,0.9587255359089492
"manter, junto a Emitente e/ou junto ao Escriturador, caso aplicável, a relação atualizada dos Titulares de Letras Financeiras e de seus respectivos endereços;",LF,ESCRITURA ,deveres,0.9309085426007222
"notificar os Titulares de Letras Financeiras, no prazo máximo de 2 (dois) Dias Úteis, da ciência de qualquer inadimplemento pelo Emitente de quaisquer de suas obrigações previstas neste Instrumento de Emissão ou de qualquer hipótese de Evento de Crédito;",LF,ESCRITURA ,resgate_antecipado,0.9673510842269931
opinar sobre a suficiência das informações prestadas nas eventuais propostas de modificação das condições das Letras Financeiras;,LF,ESCRITURA ,resgate_antecipado,0.9579226777696409
"proteger os direitos e interesses dos Titulares de Letras Financeiras, empregando no exercício da função o cuidado e a diligência que todo homem ativo e probo costuma empregar na administração de seus próprios bens;",LF,ESCRITURA ,destinacao_dos_recursos,0.957036274735106
"tomar todas as providências necessárias à realização dos créditos dos Titulares de Letras Financeiras, incluindo, sem limitação, assessorar os Titulares de Letras Financeiras: (a) caso estes ou o Emitente, conforme o caso, venham a requerer a falência, recuperação judicial e/ou recuperação extrajudicial do Emitente ou iniciar outro procedimento da mesma natureza, ou, ainda, qualquer procedimento aplicável para cobrança ou execução judicial; e (b) em processo de Regime de Administração Especial Temporária – RAET, intervenção, liquidação extrajudicial ou falência do Emitente, conforme aplicável;",LF,ESCRITURA ,atribuicoes_especificas,0.9596856093083199
"verificar, no momento de aceitar a função, a veracidade e a consistência das informações contidas no presente Instrumento de Emissão, diligenciando no sentido de que sejam sanadas as omissões, falhas ou defeitos de que tenha conhecimento;",LF,ESCRITURA ,deveres,0.9423475511567131
"solicitar, quando considerar necessário, auditoria extraordinária no Emitente; e",LF,ESCRITURA ,deveres,0.9108427143177815
"observar a ocorrência da Condição Suspensiva de Exigibilidade de Vencimento Antecipado, conforme prevista neste Instrumento de Emissão e, sempre que verificar a ocorrência de um Evento de Crédito, adotar os procedimentos descritos na Cláusula 6 acima.",LF,ESCRITURA ,deveres,0.92064329934442
"Por meio deste Instrumento de Emissão, o Emitente e os Titulares de Letras Financeiras outorgam ao Agente de Letras Financeiras, independentemente de instrumento em separado, poderes irrevogáveis e irretratáveis para (i) representá-los perante a B3 ou os prestadores de serviços contratados para as Letras Financeiras, com o fim de obter dados necessários ao cumprimento dos deveres previstos neste Instrumento de Emissão, inclusive para a divulgação dos dados dos Titulares de Letras Financeiras ao Agente de Letras Financeiras; (ii) cobrar extrajudicialmente, assessorando os Titulares de Letras Financeiras judicialmente, e receber todos os valores devidos pelo Emitente nos termos das Letras Financeiras e do Instrumento de Emissão, nas datas e formas neles previstas; e (iii) realizar todos os demais atos e direitos conferidos aos Titulares de Letras Financeiras, incluindo, sem limitações, declarar o Vencimento Antecipado Automático e Vencimento Antecipado não Automático das Letras Financeiras, nos termos deste Instrumento de Emissão.",LF,ESCRITURA ,resgate_antecipado,0.9773006903480004
"O Agente de Letras Financeiras somente se eximirá da responsabilidade pela não adoção das medidas contempladas na Cláusula 11.2.2 acima se, convocada a Assembleia Geral, esta assim o autorizar, por deliberação da unanimidade dos Titulares de Letras Financeiras em Circulação.",LF,ESCRITURA ,atribuicoes_especificas,0.9229011234208578
"Ao subscrever ou adquirir a Letra Financeira, seu titular consentirá que o Agente de Letras Financeiras atuará como representante dos Titulares de Letras Financeiras, de acordo com o que venha a ser deliberado pelos Titulares de Letras Financeiras, podendo realizar quaisquer atos em defesa dos direitos conferidos aos Titulares de Letras Financeiras, no caso de execução em face do Emitente, agindo sempre como representante dos Titulares de Letras Financeiras.",LF,ESCRITURA ,destinacao_dos_recursos,0.9635290769230557
"Os poderes outorgados ao Agente de Letras Financeiras: (i) serão exercidos no interesse exclusivo dos Titulares de Letras Financeiras; e (ii) poderão ser revogados, a qualquer momento, por decisão dos Titulares de Letras Financeiras.",LF,ESCRITURA ,deveres,0.9224202561692529
"A atuação do Agente de Letras Financeiras limita-se ao escopo da Resolução CVM nº 17, dos artigos aplicáveis da Lei das Sociedades por Ações, da Resolução CMN nº 5.007, da Lei nº 12.249 e do presente Instrumento de Emissão, estando este isento, sob qualquer forma ou pretexto, de qualquer responsabilidade adicional que não tenha decorrido da legislação aplicável ou do presente Instrumento de Emissão.",LF,ESCRITURA ,garantias,0.9565210559907332
"Sem prejuízo do seu dever de diligência, o Agente de Letras Financeiras assumirá que os documentos originais, cópias autenticadas ou vias digitalizadas de cópias autenticadas de documentos encaminhados pelo Emitente ou por terceiros a seu pedido não foram objeto de fraude ou adulteração. Não será ainda, sob qualquer hipótese, responsável pela elaboração de documentos societários do Emitente, cuja elaboração permanecerá sob obrigação legal e regulamentar do Emitente, nos termos da legislação aplicável.",LF,ESCRITURA ,do_agente_fiduciario,0.948266144618362
"Os atos ou manifestações por parte do Agente de Letras Financeiras que criarem responsabilidade para os Titulares de Letras Financeiras e/ou exonerarem terceiros de obrigações para com eles, bem como aqueles relacionados ao devido cumprimento das obrigações assumidas neste Instrumento de Emissão, somente serão válidos quando previamente assim deliberado pela unanimidade dos Titulares de Letras Financeiras em Circulação reunidos em Assembleia Geral.",LF,ESCRITURA ,colocacao_e_procedimento_de_distribuicao,0.9705206188512306
"O Agente de Letras Financeiras responderá pelos prejuízos que causar por descumprimento deste Instrumento de Emissão e de disposição legal ou regulamentar, por culpa, dolo ou administração temerária, conforme trânsito em julgado de qualquer sentença judicial condenatória, sentença arbitral definitiva, emissão de laudo arbitral definitivo ou conforme acordo homologado em juízo competente.",LF,ESCRITURA ,vencimento_antecipado,0.9469244406646687
"O Agente de Letras Financeiras, nomeado neste Instrumento de Emissão, declara que:",LF,ESCRITURA ,garantias,0.9089744676696536
não tem qualquer impedimento legal para exercer a função que lhe é conferida;,LF,ESCRITURA ,do_agente_fiduciario,0.8532188373202821
"é uma instituição financeira, estando devidamente organizado, constituído e existente de acordo com as leis brasileiras;",LF,ESCRITURA ,quorum_de_instalacao,0.9376021567983635
"não existem conflitos de interesses para o exercício da função, especialmente no que se refere ao disposto no artigo 6º da Resolução CVM nº 17;",LF,ESCRITURA ,colocacao_e_procedimento_de_distribuicao,0.932813381385484
"aceita a função para a qual foi nomeado, assumindo integralmente os deveres e atribuições previstas na legislação específica e no presente Instrumento de Emissão;",LF,ESCRITURA ,do_agente_fiduciario,0.9245522401878542
"aceita integralmente o presente Instrumento de Emissão, todas suas cláusulas e condições;",LF,ESCRITURA ,do_agente_fiduciario,0.9023094473425686
"está devidamente autorizado a celebrar este Instrumento de Emissão e a cumprir com todas as obrigações aqui previstas, tendo sido satisfeitos todos os requisitos legais para tanto;",LF,ESCRITURA ,do_agente_fiduciario,0.9364531864067603
"a pessoa que o representa na assinatura deste Instrumento de Emissão tem poderes bastantes para assumir, em seu nome, as obrigações ora estabelecidas e, sendo mandatário, teve os poderes legitimamente outorgados, estando o respectivo mandato em vigor, conforme disposições de seu estatuto social;",LF,ESCRITURA ,do_agente_fiduciario,0.9261480187500182
todas as informações por ele fornecidas neste Instrumento de Emissão são verdadeiras;,LF,ESCRITURA ,aquisicao_facultativa,0.9065793363791154
a celebração deste Instrumento de Emissão e o cumprimento de suas obrigações aqui previstas não infringem qualquer obrigação anteriormente assumida pelo Agente de Letras Financeiras;,LF,ESCRITURA ,definições,0.9401519524438641
"este Instrumento de Emissão e as obrigações aqui previstas constituem obrigações lícitas, válidas, vinculantes e eficazes do Agente de Letras Financeiras, exequíveis de acordo com os seus termos e condições;",LF,ESCRITURA ,forma_e_emissao_de_certificados,0.9580889758561375
não tem qualquer ligação com o Emitente que o impeça de exercer suas funções;,LF,ESCRITURA ,do_agente_fiduciario,0.8973208578932567
"possui estrutura adequada de funcionamento e segregação de atividades, em conformidade com as normas de compliance atualmente em vigor, e suficiente para atender, de forma eficiente, os Titulares de Letras Financeiras, enquanto as Letras Financeiras estiverem em circulação; e",LF,ESCRITURA ,distribuicao__negociacao_e_custodia_eletronica,0.9131261645683436
"possui e possuirá durante toda a vigência do presente Instrumento de Emissão, estrutura de backoffice, sistemas de controle e processos, e quantidade e qualidade técnica de profissionais suficientes e adequados ao completo e tempestivo atendimento de todas as obrigações assumidas no presente Instrumento de Emissão e nas demais emissões em que atue na qualidade de agente fiduciário, agente de letras financeiras, agente de notas ou prestações de serviços similares, de forma que o Agente de Letras Financeiras garante e se responsabiliza por todo e qualquer prejuízo decorrente de eventual omissão em sua prestação de serviços e de eventual não acompanhamento adequado das obrigações assumidas pela Agente de Letras Financeiras no presente Instrumento de Emissão.",LF,ESCRITURA ,vencimento_antecipado,0.968575419325941
"Na data de assinatura do presente Instrumento de Emissão, conforme organograma encaminhado pelo Emitente, o Agente de Letras Financeiras identificou que [presta/não presta] serviços de agente de Letras Financeiras para as Emissões. [NotaOT: Necessitamos receber o organograma societário da Emitente para confirmar se há Emissões coligadas. Caso tenha, necessitamos incluir as operações.]",LF,ESCRITURA ,do_agente_fiduciario,0.9267133040300594
"Os poderes, pretensões e faculdades atribuídos ao Agente de Letras Financeiras neste Instrumento de Emissão poderão ser exercidos direta e conjuntamente pelos Titulares de Letras Financeiras, após deliberação em Assembleia Geral, conforme procedimento aqui estabelecido, caso o Agente de Letras Financeiras não os exerça, retarde em exercê-los ou os exerça em desconformidade, total ou parcial, com este Instrumento de Emissão.",LF,ESCRITURA ,garantias,0.9280106524178678
"Não caberá ao Agente de Letras Financeiras qualquer responsabilidade pelo cálculo diário do Valor Nominal Unitário das Letras Financeiras, mas caberá ao Agente Fiduciário acompanhar o cálculo do Valor Nominal Unitário do Emitente, conforme metodologia de cálculo deste Instrumento de Emissão, e disponibilizá-lo em seu website (www.oliveiratrust.com.br). [Nota Machado Meyer: redação conforme sugestão do Agente de Letras.]",LF,ESCRITURA ,resgate_antecipado,0.9340296952292698
"Remuneração do Agente de Letras Financeiras [Nota Machado Meyer: Companhia, favor confirmar condições comerciais.]",LF,ESCRITURA ,garantias,0.9146795687196115
"Em contraprestação aos serviços prestados nos termos do presente Instrumento de Emissão, o Emitente pagará ao Agente de Letras Financeiras, nos termos do presente Instrumento de Emissão, parcelas anuais de R$ 12.000,00 (doze mil reais) para o desempenho ordinário dos serviços de Agente de Letras Financeiras aqui previstos, sendo a primeira devida no 5º (quinto) Dia Útil contado da data de assinatura deste Instrumento de Emissão, nas mesmas datas dos anos subsequentes. Em nenhuma hipótese serão cabíveis o pagamento pro rata de tais parcelas. [Nota Machado Meyer: redação conforme sugestão do Agente de Letras.]",LF,ESCRITURA ,definições,0.9820483163886445
"A primeira parcela de honorários será devida ainda que a operação não seja integralizada, a título de “abort fee” até o 5° (quinto) Dia Útil contado da comunicação do cancelamento da operação.",LF,ESCRITURA ,amortizacao,0.9619194497410484
"A remuneração será devida mesmo após o vencimento final das Letras Financeiras, caso o Agente de Letras Financeiras ainda esteja exercendo atividades inerentes à sua função em relação à emissão, remuneração essa que será calculada pro rata die.",LF,ESCRITURA ,resgate_antecipado,0.959830717344509
" A remuneração recorrente do Agente de Letras Financeiras será devida até a liquidação integral dos valores mobiliários ou até o cumprimento de todas as obrigações exigidas ao Agente de Letras Financeiras no âmbito da Emissão. Em nenhuma hipótese será cabível pagamento pro rata temporis ou devolução, mesmo que parcial da remuneração do Agente de Letras Financeiras.",LF,ESCRITURA ,substituicao,0.9810783534140958
"Em caso de necessidade de realização de Assembleia Geral de Titulares de Letras Financeiras, inadimplemento pecuniário da Emitente, reestruturação das condições das Letras Financeiras ou celebração de aditamentos ou instrumentos legais relacionados à Emissão, será devida ao Agente de Letras Financeiras uma remuneração adicional equivalente a R$ 600,00 (seiscentos reais) por homem-hora dedicado às atividades relacionadas à emissão, a ser paga no prazo de 5 (cinco) dias após a entrega, pelo Agente de Letras Financeiras, ao Emitente do relatório de horas. Para fins de conceito de Assembleia Geral de Titulares de Letras Financeiras, engloba-se todas as atividades relacionadas à assembleia e não somente a análise da minuta e participação presencial ou virtual da mesma. Assim, nessas atividades, incluem-se, mas não se limitam a, (i) análise de edital; (ii) participação em calls ou reuniões; (iii) conferência de quórum de forma prévia à Assembleia Geral de Titulares de Letras Financeiras; (iv) conferência de procuração de forma prévia à Assembleia Geral de Titulares de Letras Financeiras; e (v) elaboração e/ou análise de aditivos e contratos decorrentes da Assembleia Geral de Titulares de Letras Financeiras. Para fins de esclarecimento, “relatório de horas” é o material a ser enviado pelo Agente de Letras Financeiras com a indicação da tarefa realizada (por exemplo, análise de determinado documento ou participação em reunião), do colaborador do Agente de Letras Financeiras, do tempo empregado na função e do valor relativo ao tempo. [Nota Machado Meyer: redação conforme sugestão do Agente de Letras.]",LF,ESCRITURA ,vencimento_antecipado,0.9761382748871192
"As parcelas citadas acima serão reajustadas pela variação positiva acumulada do Índice Nacional de Preços ao Consumidor Amplo – IPCA ou, na falta deste, ou, ainda, na impossibilidade de sua utilização, pelo índice que vier a substituí-lo, a partir da data do primeiro pagamento, até as datas de pagamento seguintes, calculadas pro rata die, se necessário e caso aplicável. [Nota Machado Meyer: Companhia sugeriu a exclusão dessa subcláusula. Agente de Letras manteve a subcláusula. Companhia/Agente de Letras, favor confirmar aplicabilidade e condições comerciais.]",LF,ESCRITURA ,indisponibilidade_do_ipca,0.9527864667455462
"As parcelas citadas nos itens acima, serão acrescidas dos seguintes impostos: (i) ISS (Imposto Sobre Serviços de Qualquer Natureza); (ii) PIS (Contribuição ao Programa de Integração Social); (iii) COFINS (Contribuição para o Financiamento da Seguridade Social); (iv) CSLL (Contribuição Social sobre o Lucro Líquido); (v) IRRF (Imposto de Renda Retido na Fonte); e (vi) quaisquer outros impostos que venham a incidir sobre a remuneração do Agente de Letras Financeiras nas alíquotas vigentes nas datas de cada pagamento.",LF,ESCRITURA ,do_agente_fiduciario,0.9665888540944165
